timestamp,symbol,signal_type,direction,entry_price,exit_price,quantity,stop_loss,trailing_stop,target,confidence,reasoning,pnl,mode,market_regime,sector_regime,mtf_3m,mtf_15m,mtf_1h,kronos_direction,kronos_pred_return,kronos_aligned
2026-06-29 09:44:03,BAJAJ-AUTO,ENTRY-SHORT,SELL,9787.00,,1,9823.21,9822.95,9711.64,86,"1. VIABILITY: Price 9787.0 is below VWAP 9791.16, RSI 39.18 > 30, ADX 25.43 > 22. All SELL viability rules pass. BUY rules fail (price not above VWAP). Direction is SELL. 2. VOLUME: Volume spike 0.4 is below 0.5 for trending, but ADX is borderline; system will apply volume penalty. 3. CANDLES: Last 5 candles show a downtrend from 9822 to 9788, consistent with SELL. Latest candle is bullish but small, not enough to reverse. 4. MTF: 15-min and 1-hour are bearish, aligning with SELL. 5. KRONOS: Predicted range 0.36% is moderate; no extreme adjustment needed. 6. ANALOG: 80% win rate for similar SELL setups, slight confidence boost. 7. RISK LEVELS: ATR is 23.97, ATR% = 23.97/9787 ≈ 0.245%. Stop loss = 1.5 * 0.245% = 0.37%. Target must be >= 1.9 * 0.37% = 0.70%. Set target at 0.77% (rounded up from 0.70%). | Analog WR 80% >= 65% (+5) | Last 3 candles against signal (-8) | Kronos: ratio=1.05 ALIGN range=0.36%",,LIVE,NEUTRAL,NIFTY AUTO=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.016,1
2026-06-29 09:44:32,HAL,ENTRY-SHORT,SELL,4325.20,4304.35,1,4343.37,4343.56,4290.60,93,"Step 1: Price 4325.2 is below VWAP 4331.47, RSI 37.84 > 30, ADX 45.36 > 22 — SELL viability rules pass. BUY rules fail (price below VWAP). Step 2: Volume spike 0.69 is moderate, acceptable for a trending move. Step 3: Last 5 candles show a slight downtrend (-0.34%), consistent with SELL. Step 4: MTF confirms bearish alignment across 3-min, 15-min, and 1-hour. Step 5: Kronos predicts a tight range (0.30%), suggesting limited downside; keep stop tight. Step 6: Analog setups show mixed results (60% win rate, avg P&L -0.61%), but no strong contraindication. Step 7: ATR is 12.24 (0.283% of price), so stop_loss_percent = 1.5 * 0.283% = 0.42%, target_percent = 1.9 * 0.42% = 0.80% (floor met). | Kronos: ratio=1.10 ALIGN range=0.30%",9.50,LIVE,NEUTRAL,NIFTY MIDCAP 100=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.043,1
2026-06-29 10:41:18,EICHERMOT,ENTRY-SHORT,SELL,7488.50,,1,7509.47,7509.64,7448.06,89,"Step 1 Viability: Price 7488.5 is below VWAP 7542.71, RSI 35.99 > 30, ADX 66.09 > 22. All SELL viability rules pass. BUY rules fail because price is not above VWAP. Step 2 Volume: Volume spike 1.08 is above 0.5, adequate for trending move. Step 3 Candles: Last 5 candles show slight upward drift (+0.12%) but latest bar is small bullish, not strongly contradicting SELL. Step 4 MTF: 3-min, 15-min, 1-hour all bearish, aligning with SELL. Step 5 Kronos: Predicted range 0.20% is tight, suggesting lower conviction but not overriding viability. Step 6 Analog: 80% win rate with similar SELL setups, slight confidence boost. Step 7 Risk: ATR 14.09, ATR% = 14.09/7488.5 ≈ 0.188%, stop_loss_percent = 1.5 * 0.188% = 0.282%, target_percent = 1.9 * 0.282% = 0.536%. Rounded to 0.28% and 0.54%. | Analog WR 80% >= 65% (+5) | Last 3 candles against signal (-8) | Nifty bullish (daily) penalty scaled by intraday +0.17% (-6) | Kronos: ratio=1.22 ALIGN range=0.20%",,LIVE,BULLISH,NIFTY AUTO=BULLISH,BEARISH,BEARISH,BEARISH,SELL,-0.051,1
2026-06-29 11:04:10,AUBANK,ENTRY-SHORT,SELL,1019.40,,1,1022.25,1022.20,1013.69,94,"Step 1 VIABILITY: Price 1019.4 is below VWAP 1023.58, RSI 35.87 > 30, ADX 46.34 > 22. All SELL viability rules pass. BUY rules fail because price is below VWAP. Step 2 VOLUME: Volume spike 0.32 is below 0.5, but ADX is strong and analog setups with similar volume succeeded. Step 3 CANDLES: Last 5 candles show a slight upward drift (+0.04%), but the latest candle is bearish and price remains below VWAP, not contradicting SELL. Step 4 MTF: 3-min, 15-min, and 1-hour all BEARISH, supporting SELL. Step 5 KRONOS: Forecast range 0.21% is tight, suggesting limited movement; keep stop tight at ATR-based level. Step 6 ANALOG: 4/5 similar SELL setups won, with avg P&L +5.24, supporting SELL. Step 7 RISK: ATR=1.87, ATR% = 1.87/1019.4 ≈ 0.183%. Stop loss = 1.5 * 0.183% = 0.27%. Target = 1.9 * 0.27% = 0.51% (floor). Set target at 0.56% for a reasonable risk-reward. Nifty intraday +0.09% is neutral, no regime penalty applied by me. | Analog WR 80% >= 65% (+5) | Kronos: ratio=1.53 ALIGN range=0.21%",-0.05,LIVE,NEUTRAL,BANK NIFTY=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.077,1
2026-06-29 11:07:07,ASIANPAINT,ENTRY-SHORT,SELL,2647.00,,1,2653.62,2653.28,2633.24,85,"Step 1: Viability for SELL passes — price 2646.80 below VWAP 2667.59, RSI 36.01 > 30, ADX 27.68 > 22. BUY fails because price below VWAP. Step 2: Volume spike 0.57, trending context (ADX>26) wants >=0.5, so volume is adequate. Step 3: Last 5 candles show slight bearish bias with latest candle bearish and price near low, consistent with SELL. Step 4: MTF all bearish across 3-min, 15-min, 1-hour, supporting SELL. Step 5: Kronos predicts tight range 0.26%, so keep stop tight at ATR-based floor. Step 6: Analog setups show mixed results (40% win rate) but system applies penalty; direction remains viable. Step 7: ATR=4.19, ATR%=0.158%, 1.5xATR=0.237% -> stop_loss_percent=0.25%, target_percent=0.52% (>=1.9x stop). Nifty neutral, sector bearish but system handles penalty. | Kronos: ratio=0.81 CONFLICT range=0.26%",-6.60,LIVE,NEUTRAL,NIFTY CONSUMER DURABLES=BEARISH,BEARISH,BEARISH,BEARISH,BUY,0.055,0
2026-06-29 12:13:07,ICICIPRULI,TRAILING-SL,SELL,490.15,491.60,1,495.05,491.50,476.92,93,"Step 1: Price 490.15 is below VWAP 493.38, RSI 38.93 > 30, ADX 22.26 > 22 — SELL viability passed. BUY fails because price is below VWAP. Step 2: Volume spike 0.67 is moderate, acceptable for a trending move. Step 3: Last 5 candles show consistent lower highs and lower closes, moving with the SELL direction. Step 4: MTF confirms bearish alignment across 3-min, 15-min, and 1-hour. Step 5: Kronos predicts a tight range (0.26%), suggesting limited downside; keep stop tight. Step 6: Analog setups show mixed results (40% win rate) but no strong contraindication. Step 7: ATR is 0.9, so 1.5x ATR = 1.35% stop loss; target set at 2.0x stop = 2.7% to meet minimum 1.9x ratio. Nifty intraday drop of -0.22% is neutral, no regime penalty override needed. | Kronos: ratio=1.30 ALIGN range=0.26%",-2.25,LIVE,NEUTRAL,NIFTY FINANCIAL SERVICES=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.051,1
2026-06-29 12:19:01,DIXON,ENTRY-SHORT,SELL,11882.00,,1,11912.89,11912.70,11817.84,83,"Step 1 VIABILITY: Price 11882.0 is below VWAP 11957.19 (SELL condition met), RSI 39.05 > 30 (SELL condition met), ADX 24.9 > 22 (SELL condition met). All SELL viability rules pass. BUY rules fail because price is below VWAP. Step 2 VOLUME: Volume spike 0.3 is below 0.5, but ADX is not above 26, so trending volume requirement is not triggered; breakout/reversal volume >1.2 not met, but system applies penalty. Step 3 CANDLES: Last 5 candles show slight upward drift (+0.03%) but latest candle is bearish, and overall price remains below VWAP, not contradicting SELL. Step 4 MTF: 3-min, 15-min, 1-hour all BEARISH, supporting SELL. Step 5 KRONOS: Forecast range 0.18% is tight (<0.2%), suggesting lower conviction and keeping stop at ATR floor. Step 6 ANALOG: 80% win rate with positive avg P&L, slight confidence boost. Step 7 RISK: ATR 20.47 gives ATR% = 20.47/11882 ≈ 0.172%, 1.5×ATR = 0.258%, rounded to 0.26% stop. Target floor 1.9×0.26% = 0.494%, set to 0.54% to exceed floor. Nifty intraday_chg -0.32% is neutral, no over-penalization. Sector neutral. Setup type REVERSAL as price is below VWAP with bearish MTF alignment. | Analog WR 80% >= 65% (+5) | Last 3 candles against signal (-8) | Kronos: ratio=1.12 ALIGN range=0.18%",,LIVE,NEUTRAL,NIFTY CONSUMER DURABLES=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.018,1
2026-06-29 12:28:18,ABCAPITAL,KRONOS-EXIT,SELL,388.30,385.05,1,392.18,389.53,379.21,86,"Step 1: Viability for SELL: price (388.50) below VWAP (389.67) -> pass; RSI (41.39) > 30 -> pass; ADX (24.17) > 22 -> pass. All SELL viability rules pass. BUY viability fails because price is below VWAP. Step 2: Volume spike 0.32 is below trending threshold (0.5) but system applies penalty. Step 3: Last 5 candles show slight downward movement (-0.03%) with bearish context, consistent with SELL. Step 4: MTF: 3-min, 15-min, 1-hour all bearish, supporting SELL. Step 5: Kronos forecast predicts tight range (0.23%), suggesting limited movement; keep stop tight. Step 6: Analog setups show 80% win rate for similar SELL signals, slight confidence boost. Step 7: ATR is 0.82, so 1.5x ATR = 1.23% stop loss; target must be >= 1.9x stop = 2.34%. However, given tight Kronos range, set stop at 1.23% and target at 2.34% (conservative). | Analog WR 80% >= 65% (+5) | Last 3 candles against signal (-8) | Kronos: ratio=1.07 ALIGN range=0.23%",1.75,LIVE,NEUTRAL,NIFTY FINANCIAL SERVICES=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.009,1
2026-06-29 12:31:26,HAL,TRAILING-SL,SELL,4301.80,4315.00,1,4312.55,4312.48,4281.15,97,"Step 1: Viability - Price 4299.80 is below VWAP 4308.38, RSI 44.78 > 30, ADX 26.28 > 22, so SELL is viable. BUY fails because price is below VWAP. Step 2: Volume - Volume spike 0.5 is moderate, acceptable for a trending move. Step 3: Candles - Last 5 candles show consistent downward movement (-0.29%), supporting SELL. Step 4: MTF - 3-min, 15-min, and 1-hour all bearish, confirming alignment. Step 5: Kronos - Forecast predicts further decline (-0.24%), tight range (0.34%), so keep stop tight. Step 6: Analog - 60% win rate for similar SELL setups, acceptable. Step 7: Risk levels - ATR is 7.12, ATR% = 7.12/4301.8 ≈ 0.166%, stop_loss_percent = 1.5 * 0.166% = 0.249% (rounded to 0.25%), target_percent = 1.9 * 0.25% = 0.475% (rounded to 0.48%). Nifty intraday drop -0.36% is neutral for SELL. | Kronos: ratio=1.98 ALIGN range=0.34%",9.50,LIVE,NEUTRAL,NIFTY MIDCAP 100=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.150,1
2026-06-29 13:10:17,NESTLEIND,ENTRY-SHORT,SELL,1401.10,,1,1404.60,1404.10,1394.37,89,"Step 1: Viability - Price 1401.1 is below VWAP 1411.75, RSI 39.2 > 30, ADX 39.29 > 22, so SELL is viable. BUY fails because price is below VWAP. Step 2: Volume - Volume spike 0.41 is below 0.5, but ADX is strong, so trend may persist. Step 3: Candles - Last 5 candles show consistent lower highs and lower closes, supporting SELL. Step 4: MTF - 3-min, 15-min, and 1-hour all bearish, aligning with SELL. Step 5: Kronos - Predicted range 0.21% is tight, suggesting limited movement; keep stop tight. Step 6: Analog - 40% win rate with average loss, but not strong enough to override viability. Step 7: Risk - ATR is 2.0, so ATR% = 2.0/1401.1 ≈ 0.143%. Stop loss = 1.5 * 0.143% ≈ 0.2145%, rounded to 0.25%. Target = 1.9 * 0.25% = 0.475%, rounded to 0.48%. | Kronos: ratio=1.09 ALIGN range=0.21%",6.20,LIVE,NEUTRAL,NIFTY FMCG=NEUTRAL,BEARISH,BEARISH,BEARISH,SELL,-0.014,1
