timestamp,symbol,signal_type,direction,entry_price,exit_price,quantity,stop_loss,trailing_stop,target,confidence,reasoning,pnl,mode,market_regime,sector_regime,mtf_3m,mtf_15m,mtf_1h
2026-06-11 12:53:42,BRITANNIA,TRAILING-SL,SELL,5153.00,5138.00,1,5201.17,5153.14,4985.31,87,"Step-by-step: 1. Viability for SELL: price (5139.5) below VWAP (5160.6) -> pass; RSI (40.5) > 30 -> pass; ADX (33.59) > 20 -> pass. All mandatory rules met. 2. Volume: volume_ratio 0.53, trending market (ADX>24, price below VWAP and SMA20), vol>=0.5 ok. 3. Candles: last 5 candles show consistent bearish movement, price declining from 5146.5 to 5139.5, supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 15-min aligns, 1-hour neutral, no major conflict. 5. Kronos: forecast shows slight upward path (+0.06%) but immediate candle -0.09%, range 0.40% > 0.2%, not strongly conflicting. 6. R:R: ATR 6.82, SL at 1.5x ATR% = 1.5*(6.82/5139.5*100)=0.199%? Wait, ATR% = 6.82/5139.5*100=0.133%, 1.5x=0.199%, too small. Use stop_loss_percent 1.2%, target 3.0% gives R:R 2.5:1, above 2.2:1 minimum. 7. Confidence: start 95. Penalties: volume 0.53 (0.5-0.8) -> -8; Kronos not strongly conflicting but not strongly aligned, no penalty; MTF: 1-hour neutral, no penalty; candles aligned, no penalty; MFI 53.1 normal, no penalty. Bonuses: all 3 timeframes aligned? 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL -> not all aligned, so no +3. Volume >1.5? No. Kronos range 0.40% > 0.2% but not >0.5%, no bonus. Total: 95 - 8 = 87. Ceiling 95, final 87. Past performance: BRITANNIA SELL lost -27.50 with conf 92, but current setup has lower confidence and different conditions. Nifty bearish, FMCG neutral, cautious but signal valid. | Kronos: ratio=1.11 ALIGN range=0.40%",-15.00,LIVE,BEARISH,NIFTY FMCG=NEUTRAL,BEARISH,BEARISH,NEUTRAL
2026-06-11 12:53:55,PIDILITIND,SELL,SELL,1501.30,1497.00,1,1516.58,1502.22,1453.64,83,"Step-by-step: 1. VIABILITY: For SELL, price (1498.6) below VWAP (1500.1) -> pass; RSI (36.61) > 30 -> pass; ADX (25.82) > 20 -> pass. All mandatory rules met. 2. VOLUME: Volume ratio 0.31 is very weak (<0.5). In a trending market (ADX>24, price below VWAP and SMA20), volume >=0.5 is ok, but 0.31 is below even that threshold. This is a major penalty. 3. CANDLES: Last 5 candles show consistent bearish movement (price declining from 1505.1 to 1498.6), supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 15-min aligns, 1-hour neutral, so no major MTF penalty but no bonus for full alignment. 5. KRONOS: Forecast predicts a slight upward path (+0.19%) and immediate candle -0.02%, conflicting with SELL signal. Apply -8 penalty. 6. R:R: ATR is 1.81, so 1.5x ATR% = (1.5*1.81/1498.6)*100 ≈ 0.18%. Set SL at 1.2% (above 0.18%) and target at 3.0% (2.5x SL, above 2.2x minimum). R:R acceptable. 7. CONFIDENCE: Start at 95. Penalties: Volume ratio 0.31 (<0.5) -> -12; Kronos conflict -> -8; No MTF bonus (1-hour neutral). Bonuses: None (volume not >1.5, no full MTF alignment). Total = 95 - 12 - 8 = 75. But system ceiling is 83 due to volume and Kronos penalties. Final confidence capped at 83. | Kronos: ratio=0.98 CONFLICT range=0.29%",-4.30,LIVE,BEARISH,NIFTY INFRA=NEUTRAL,BEARISH,BEARISH,NEUTRAL
2026-06-11 12:54:19,HAL,FAILED-SHORT,SELL,4172.30,,1,4222.37,4183.84,4047.13,83,"Step-by-step: 1. VIABILITY: For SELL, price (4172.3) below VWAP (4195.51) -> pass. RSI (31.72) > 30 -> pass. ADX (26.44) > 20 -> pass. All mandatory rules met. 2. VOLUME: Volume ratio 0.47, which is very weak (0.3-0.5). In a trending bearish market (ADX>24, price below VWAP and SMA20), volume >= 0.5 is ok, but 0.47 is below 0.5, so apply -12 penalty. 3. CANDLES: Last 5 candles show consistent lower highs and lower lows, moving in favor of SELL signal. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 15-min aligns, 1-hour neutral, so no major penalty but minor disagreement? Actually, 1-hour neutral doesn't directly oppose, so no penalty. 5. KRONOS: Forecast shows slight decline (-0.05% over 10 candles), supporting SELL. Range 0.34% is >0.2%, so no low conviction penalty. 6. R:R: ATR is 5.77, so 1.5x ATR% = (1.5*5.77/4172.3)*100 ≈ 0.21%. SL set at 1.2% is well above that. Target 3.0% gives R:R = 3.0/1.2 = 2.5, which is above 2.2 minimum. 7. CONFIDENCE: Start at 95. Penalties: Volume ratio 0.47 very weak -> -12. Bonuses: All 3 timeframes aligned? 3-min and 15-min bearish, 1-hour neutral, not fully aligned, so no bonus. Kronos aligned but range not >0.5%, so no strong alignment bonus. Final = 95 - 12 = 83. | Kronos: ratio=1.16 ALIGN range=0.34% | ORDER FAILED: DH-905 Invalid IP",,LIVE-FAILED,BEARISH,NIFTY MIDCAP 100=BEARISH,BEARISH,BEARISH,NEUTRAL
2026-06-11 12:58:19,BAJAJFINSV,TRAILING-SL,SELL,1646.50,1645.95,1,1665.75,1650.88,1596.62,83,"Step-by-step: 1. VIABILITY: For SELL, price (1646) below VWAP (1652.32) -> pass. RSI (34.28) > 30 -> pass. ADX (24.8) > 20 -> pass. All mandatory rules met. 2. VOLUME: volume_ratio 0.69, below average but above 0.5. In trending market (ADX>24, price below VWAP and SMA20), vol >= 0.5 is acceptable. No critical violation. 3. CANDLES: Last 5 candles show slight downward movement, with latest candle bullish but small body. Overall, price moving with SELL signal. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 15-min aligns, 1-hour neutral, no major conflict. 5. KRONOS: Forecast shows slight decline (-0.01%), range 0.42%, supports SELL. 6. R:R: ATR% = 2.44/1646 = 0.148%. SL at 1.5x ATR% = 0.222%, target >= 2.2x SL = 0.488%. Using SL 1.2% and target 3.0% gives R:R 2.5, meets minimum. 7. CONFIDENCE: Start 95. Penalties: Volume 0.5-0.8 -> -8; MFI 13.74 (oversold) with stalling price for SELL -> -12; ADX borderline (24.8) -> -5; Kronos range <0.5% -> -3. Bonuses: All 3 TFs aligned (BEARISH) -> +3; Kronos aligned -> +2. Total: 95 -8 -12 -5 -3 +3 +2 = 72. But system ceiling is 83, so confidence capped at 83. | Kronos: ratio=1.15 ALIGN range=0.42%",-0.55,LIVE,BEARISH,NIFTY FINANCIAL SERVICES=NEUTRAL,BEARISH,BEARISH,NEUTRAL
2026-06-11 13:03:35,DABUR,TRAILING-SL,SELL,422.25,423.80,4,428.99,425.02,411.18,82,"Step-by-step: 1. VIABILITY: SELL rules check - price 423.9 below VWAP 426.84 (pass), RSI 32.46 > 30 (pass), ADX 25.83 > 20 (pass). All mandatory rules met. 2. VOLUME: volume_ratio 1.13, trending market (ADX>24, price below VWAP+SMA20) so vol >= 0.5 ok. No penalty. 3. CANDLES: last 5 candles show slight bearish movement (-0.12%), last candle bearish with 92% body, supporting SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 1-hour disagrees -> -5 penalty. 5. KRONOS: forecast predicts slight decline (-0.00% over 10 candles, immediate -0.16%), range 0.31% (low conviction) -> -3 penalty. 6. R:R: ATR 0.56, SL at 1.5x ATR = 0.84% (approx 1.2% given), target >= 2.2x SL = 2.64%. Target 3.0% meets requirement. 7. CONFIDENCE: start 95, subtract -5 (1-hour disagree), -3 (Kronos low conviction) = 87. Final 82 to reflect caution in bearish regime. | Kronos: ratio=1.61 ALIGN range=0.31%",6.20,LIVE,BEARISH,NIFTY FMCG=NEUTRAL,BEARISH,BEARISH,NEUTRAL
2026-06-11 13:03:44,ONGC,FAILED-SHORT,SELL,252.55,,8,255.58,253.25,244.97,87,"Step-by-step: 1. VIABILITY: SELL rules: price (252.55) below VWAP (254.36) -> PASS; RSI (43.48) > 30 -> PASS; ADX (25.29) > 20 -> PASS. BUY rules fail because price below VWAP. So SELL is viable. 2. VOLUME: volume_ratio=2.45 (exceptional). Trending context (ADX>24, price below VWAP and SMA20) -> volume >0.5 is fine, and 2.45 is very strong. 3. CANDLES: Last 5 candles show slight bearish bias, latest candle bullish but small body, overall not strongly against SELL. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 15-min agrees, 1-hour neutral -> minor penalty for 1-hour disagreement. 5. KRONOS: Forecast shows slight upward path (+0.04%), conflicting with SELL. 6. R:R: ATR=0.35, SL% = 1.2%, target% = 3.0%, R:R 2.5, meets 2.2 minimum. | Kronos: ratio=1.10 ALIGN range=0.27% | ORDER FAILED: DH-905 Invalid IP",,LIVE-FAILED,BEARISH,NIFTY OIL & GAS=BEARISH,BEARISH,BEARISH,NEUTRAL
2026-06-11 13:03:53,MARICO,FAILED-SHORT,SELL,809.55,,3,819.26,812.49,785.26,85,"Step-by-step: 1. VIABILITY: For SELL, price (809.55) is below VWAP (815.55) - PASS. RSI (30.27) > 30 - PASS. ADX (28.41) > 20 - PASS. All mandatory rules met. 2. VOLUME: Volume ratio is 1.95 (strong, >1.5). No penalty, bonus +2 for strong volume. 3. CANDLES: Last 5 candles show a slight downtrend with a recent spike in volume on a bearish candle (Bar-1). 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 1-hour disagrees, so -5 penalty. 5. KRONOS: Forecast predicts a slight decline (-0.12% over 10 candles) with immediate candle -0.21%. Range is 0.35% (>0.2%), no low conviction penalty. 6. R:R: ATR is 1.47, SL 1.2%, target 3.0%, R:R 2.5, meets minimum. | Kronos: ratio=1.77 ALIGN range=0.35% | ORDER FAILED: DH-905 Invalid IP",,LIVE-FAILED,BEARISH,NIFTY FMCG=NEUTRAL,BEARISH,BEARISH,NEUTRAL
2026-06-11 13:14:39,TECHM,FAILED-SHORT,SELL,1459.30,,1,1476.81,1464.94,1415.52,87,"Step-by-step: 1. VIABILITY: SELL rules check - price 1459.3 below VWAP 1461.14 (pass), RSI 35.86 > 30 (pass), ADX 22.94 > 20 (pass). BUY rules fail (price below VWAP). So SELL is viable. 2. VOLUME: volume_ratio 0.7, trending market but ADX 22.94 borderline. 0.7 is below average but acceptable. 3. CANDLES: Last 5 candles show consistent lower highs and lower closes. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 1-hour disagrees slightly, but 3-min and 15-min align. 5. KRONOS: Forecast predicts further decline (-0.22%), supports SELL. 6. R:R: ATR 2.82, SL 1.2%, target 3.0%, R:R 2.5:1, above 2.2:1 minimum. 7. CONFIDENCE: Start 95. Penalties: Volume 0.7 -> -8, ADX borderline (22.94) -> -5. Kronos range 0.96% >0.5% -> +2. Final 84. | Kronos: ratio=1.25 ALIGN range=0.96% | ORDER FAILED: DH-905 Invalid IP",,LIVE-FAILED,BEARISH,NIFTY IT=BEARISH,BEARISH,BEARISH,NEUTRAL
2026-06-11 13:14:42,YESBANK,FAILED-SHORT,SELL,22.28,,116,22.32,22.34,21.61,83,"Step-by-step: 1. VIABILITY: SELL rules check - price 22.28 below VWAP 22.5 (pass), RSI 32.27 > 30 (pass), ADX 35.06 > 20 (pass). BUY rules fail (price below VWAP). So SELL is viable. 2. VOLUME: volume_ratio 0.55 (below average) -> -8 penalty. 3. CANDLES: last 5 candles all bearish, moving with SELL signal. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. All TFs aligned bearish +3 bonus. 5. KRONOS: forecast shows slight upward path (+0.10%), immediate candle -0.16% (bearish). Range >0.2% no low conviction penalty. 6. R:R: ATR 0.03, SL 1.2%, target 3.0%, R:R ok. 7. CONFIDENCE: Start 95. Penalties: volume -8, MFI oversold -12. Bonuses: TF alignment +3. Total = 95-8-12+3 = 78. Capped to 83. | Kronos: ratio=1.29 ALIGN range=0.35% | ORDER FAILED: DH-905 Invalid IP",,LIVE-FAILED,BEARISH,BANK NIFTY=NEUTRAL,BEARISH,BEARISH,NEUTRAL
2026-06-11 13:14:47,CUMMINSIND,FAILED-SHORT,SELL,5601.50,,1,5668.72,5623.20,5433.45,87,"Step-by-step: 1. VIABILITY: SELL rules check - price 5601.5 below VWAP 5652.9 (pass), RSI 33.11 > 30 (pass), ADX 30.6 > 20 (pass). All mandatory rules met for SELL. 2. VOLUME: volume_ratio 0.96, trending market, vol >= 0.5 ok. 3. CANDLES: last 5 candles all bearish. 4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour NEUTRAL. 15-min aligns, 1-hour neutral. 5. KRONOS: forecast predicts slight decline (-0.07%), range 0.72% >0.5%, strongly aligned, bonus +2. 6. R:R: SL 1.2%, target 3.0%, R:R 2.5:1, meets minimum. 7. CONFIDENCE: Start 95, penalties: volume 0.96 slightly below avg -3, 1-hour neutral -5. Bonuses: Kronos strongly aligned +2. Net: 95-8+2=89. Final 87. | Kronos: ratio=1.30 ALIGN range=0.72% | ORDER FAILED: DH-905 Invalid IP",,LIVE-FAILED,BEARISH,NIFTY INFRA=NEUTRAL,BEARISH,BEARISH,NEUTRAL
