timestamp,symbol,signal_type,direction,entry_price,exit_price,quantity,stop_loss,trailing_stop,target,confidence,reasoning,pnl,mode,market_regime,sector_regime,mtf_3m,mtf_15m,mtf_1h
2026-06-04 12:03:43,TATACONSUM,CLOSED,SELL,1146.20,1150.70,1,1150.10,1151.18,1140.81,87,"Step-by-step: 1. Viability: Price (1147) below VWAP (1155.55), RSI (31.17) > 30, ADX (41.95) > 18 → SELL rules pass. 2. Volume: Volume ratio 1.36 > 1.2, strong for breakout/reversal. 3. Candles: Last 5 candles show consistent lower highs/lows, bearish momentum. 4. MTF: 3-min bearish, 15-min bearish (RSI 50, ADX 20, price at SMA20) → aligned. 5. Kronos: Forecast predicts +0.23% rise, conflicting with SELL → -8 penalty. 6. R:R: ATR 2.09, SL at 1.5x ATR = 3.14 (0.27%), target 2x SL = 0.54% → feasible. 7. Confidence: Start 95, Kronos conflict -8 → 87. No other penalties: volume strong, MTF aligned, candles supportive. Bonuses: volume >1.5 (+2), all timeframes aligned (+3) but capped by system ceiling at 87. Past performance: SELL trades profitable (+26.03), but bearish regime losses (-65.83) caution. Ceiling limits optimism to 87. | Kronos: ratio=0.88 CONFLICT range=0.66% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",-4.50,LIVE,BEARISH,NIFTY FMCG=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 12:36:13,JSWSTEEL,CLOSED,SELL,1303.30,1297.50,1,1322.85,1306.98,1264.20,82,"Step-by-step: 1. VIABILITY: SELL rules: price (1303.3) below VWAP (1307.29) -> PASS; RSI (34.83) > 30 -> PASS; ADX (28.4) > 18 -> PASS. All SELL viability rules met. 2. VOLUME: Volume ratio 2.68 > 1.2, strong volume for breakout/reversal. 3. CANDLES: Last 5 candles show consistent bearish movement, price declining from 1306.1 to 1303.3, supporting SELL. 4. MTF: 15-min timeframe is BEARISH (RSI 50, ADX 20, price at SMA20), aligning with SELL. 1-hour not provided, but 15-min aligns. No MTF penalty. 5. KRONOS: Forecast predicts slight upward path (+0.13%) and immediate candle -0.01%, conflicting with SELL signal. Apply -8 penalty. 6. R:R: ATR is 1.84, SL at 1.5x ATR = 2.76 points, target 2x SL = 5.52 points. Current price 1303.3, SL ~1306.06, target ~1297.78. Feasible. 7. CONFIDENCE: Start 95. Penalties: Kronos conflict -8. Bonuses: Volume ratio > 2.0 exceptional +3. Final = 95 - 8 + 3 = 90, but system ceiling is 90. However, past performance shows overconfidence in bearish regime; I will apply additional caution due to bearish Nifty and losing record in bearish regime, reducing confidence further to 82. Penalty breakdown: -8 Kronos, +3 volume, -8 regime caution = -13 total. Final confidence 82. | Kronos: ratio=0.98 CONFLICT range=0.34% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",3.90,LIVE,BEARISH,NIFTY METAL=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:17:09,BRITANNIA,CLOSED,SELL,5071.50,5099.50,1,5147.57,5084.26,4919.35,92,"Step-by-step evaluation:
1. VIABILITY: For SELL, price (5071.5) must be below VWAP (5086.55) -> YES. RSI (30.55) > 30 -> YES. ADX (26.31) > 18 -> YES. All mandatory rules pass.
2. VOLUME: Volume ratio 1.73 > 1.2, strong volume for breakout/reversal. No penalty.
3. CANDLES: Last 5 candles show consistent bearish movement (price declining from 5083.5 to 5071), supporting SELL.
4. MTF: 3-min, 15-min, and 1-hour all BEARISH -> aligned, no penalty.
5. KRONOS: Forecast shows slight bearish path (-0.07%) but immediate candle +0.05% (bullish). This conflicts with SELL signal -> -8 penalty.
6. R:R: ATR is 6.38 (0.126% of price). SL at 1.5x ATR = 0.189%, target at 3% gives R:R ~15.9, well above minimum.
7. CONFIDENCE: Start at 95. Penalties: Kronos conflict -8. Bonuses: Volume > 1.5 +2, all TFs aligned +3. Total = 95 - 8 + 5 = 92. Ceiling is 92, so final confidence 92.
Penalty breakdown: -8 Kronos, +2 strong volume, +3 MTF alignment = -3 net, but start 95 gives 92. | Kronos: ratio=1.00 CONFLICT range=0.43% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",-27.50,LIVE,BEARISH,NIFTY FMCG=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:17:58,APOLLOHOSP,FAILED-SHORT,SELL,8246.00,,1,8260.84,8265.70,8216.31,85,"Step-by-step: 1. VIABILITY: For SELL, price must be below VWAP, RSI > 30, ADX > 18. Price 8246 < VWAP 8260.57 (pass), RSI 47.77 > 30 (pass), ADX 21.7 > 18 (pass). All mandatory rules met. 2. VOLUME: Volume ratio 0.92, which is slightly below average (0.8-1.0). Market context is bearish with ADX 21.7 (trending but not strong). Volume is acceptable for a trending move (>=0.5), no critical violation. Minor penalty for slightly low volume. 3. CANDLES: Last 5 candles show mixed movement with slight bearish bias (price near lows, latest candle bullish but small). Not strongly against signal. 4. MTF: 15-min and 1-hour both BEARISH, aligning with SELL signal. Bonus for alignment. 5. KRONOS: Forecast predicts slight decline (-0.05%) with range 0.23%, low conviction. No strong conflict, minor penalty for low conviction. 6. R:R: ATR 9.85, SL at 1.5x ATR = 14.78 points (~0.18%), target 2x SL = 29.55 points (~0.36%). Feasible. 7. CONFIDENCE: Start 95. Penalties: ADX borderline (21.7) -5, Volume ratio 0.92 slightly low -3, Kronos low conviction -3. Bonuses: All 3 TFs aligned +3. Total = 95 -5 -3 -3 +3 = 87. Cap at 90, but 87 is below cap. However, past performance shows overconfidence in bearish regime, so reduce further to 85 to avoid repeating mistakes. Final confidence 85. | Kronos: ratio=1.17 ALIGN range=0.23% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",,LIVE-FAILED,BEARISH,NIFTY HEALTHCARE=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:19:10,BANKBARODA,CLOSED,SELL,269.65,272.20,3,273.69,270.39,261.56,82,"1. VIABILITY: Price 269.65 < VWAP 270.15, RSI 36.74 > 30, ADX 31.6 > 18 → SELL rules pass. 2. VOLUME: Volume ratio 0.65, trending market (ADX>22, price below VWAP+SMA20) → acceptable. 3. CANDLES: Last 5 candles show consistent lower highs/lows, supporting SELL. 4. MTF: 3-min, 15-min, 1-hour all BEARISH → aligned, +3 bonus. 5. KRONOS: Forecast predicts slight upward move (+0.09% immediate) → conflicts with SELL, -8 penalty. 6. R:R: ATR 0.37, SL at 1.5x ATR = 0.555 (~0.21%), target 2x SL = 1.11 (~0.41%) → feasible. 7. CONFIDENCE: Start 95, volume 0.65 below avg: -8, Kronos conflict: -8, all TFs aligned: +3 → 82. Ceiling 82 applied. Past performance shows overconfidence in bearish regime, but setup is technically sound with strong ADX and MTF alignment. | Kronos: ratio=0.98 CONFLICT range=0.58% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",-7.65,LIVE,BEARISH,NIFTY PSU BANK=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:19:32,LUPIN,CLOSED,SELL,2250.10,2254.30,1,2254.83,2256.32,2240.87,85,"1. VIABILITY: Price 2250.1 < VWAP 2257.1 (SELL condition met), RSI 38.72 > 30 (SELL condition met), ADX 19.01 > 18 (SELL condition met). All mandatory SELL rules pass. 2. VOLUME: Volume ratio 0.51, which is below average but above 0.5. In trending market (ADX borderline 19.01, price below VWAP and SMA20), volume >= 0.5 is acceptable. No HOLD triggered. 3. CANDLES: Last 5 candles show consistent bearish movement from 2260.80 to 2250.10, with latest candle bearish. Price moving with SELL signal. 4. MTF: 3-min, 15-min, and 1-hour all BEARISH, aligned with SELL. 5. KRONOS: Forecast shows minimal movement (+0.03%) and low range (0.39%), indicating low conviction but no strong conflict. 6. R:R: ATR 3.11, SL at 1.5x ATR = 4.665 points (0.21%), target 2x SL = 9.33 points (0.41%). Feasible. 7. CONFIDENCE: Start 95. Penalties: Volume ratio 0.51 (0.3-0.5? No, 0.51 > 0.5, so not very weak; 0.5-0.8 below average: -8), ADX borderline 19.01 (18-22: -5). Bonuses: All 3 timeframes aligned: +3. Total = 95 - 8 - 5 + 3 = 85. Ceiling enforced at 85. Past performance shows SELL trades profitable in bearish regime, but overall regime losses suggest caution. Confidence capped at 85. | Kronos: ratio=1.06 ALIGN range=0.39% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",-3.90,LIVE,BEARISH,NIFTY PHARMA=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:20:39,MOTHERSON,FAILED-SHORT,SELL,145.10,,7,147.28,145.72,140.75,88,"Step-by-step evaluation:
1. VIABILITY: SELL rules check: price 145.14 < VWAP 145.92 (pass), RSI 41.64 > 30 (pass), ADX 35.48 > 18 (pass). All mandatory rules for SELL are met.
2. VOLUME: Volume ratio 0.43 is very weak (<0.5). In trending market (ADX>22, price below VWAP+SMA20), volume >=0.5 is ok, but 0.43 is below threshold. Critical penalty: volume <0.3 would be HOLD, but 0.43 is 0.3-0.5 range -> major penalty -12.
3. CANDLES: Last 5 candles show slight downward movement (-0.10%). Bar-1 is bearish, supporting SELL. No penalty.
4. MTF: All timeframes (3-min, 15-min, 1-hour) are BEARISH, aligned with SELL signal. Bonus +3.
5. KRONOS: Forecast predicts slight decline (-0.08%) and range 0.60% (>0.5%), strongly aligned with SELL. Bonus +2.
6. R:R: ATR 0.31, SL at 1.5x ATR = 0.465, target 2x SL = 0.93. Current price 145.14, SL 145.61, target 144.21. R:R = 0.93/0.465 = 2.0, meets minimum. No penalty.
7. CONFIDENCE: Start 95. Penalties: volume 0.43 very weak -> -12. Bonuses: all TFs aligned +3, Kronos strongly aligned +2. Total = 95 -12 +3 +2 = 88. Ceiling is 88, so confidence 88.
Penalty breakdown: -12 volume very weak, +3 MTF aligned, +2 Kronos aligned = -7 net, final 88.
Setup type: MOMENTUM (trending down with ADX>35). | Kronos: ratio=1.14 ALIGN range=0.60% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",,LIVE-FAILED,BEARISH,NIFTY AUTO=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:20:59,TATAPOWER,CLOSED,SELL,411.25,410.75,1,417.42,412.21,398.91,82,"Step-by-step: 1. Viability for SELL: price 411.25 < VWAP 412.41 (pass), RSI 44.31 > 30 (pass), ADX 31.46 > 18 (pass). All mandatory rules met. 2. Volume: volume_ratio 0.59, below average but >0.5, trending market (ADX>22, price below VWAP and SMA20) so volume ok. 3. Candles: last 5 candles show bearish momentum with lower highs and lower lows, supporting SELL. 4. MTF: 3-min, 15-min, 1-hour all BEARISH, aligned. 5. Kronos: forecast shows slight upward path (+0.01% immediate, overall -0.04%), conflicting with SELL signal. 6. R:R: ATR 0.48, SL at 1.5x ATR = 0.72, target 2x SL = 1.44, feasible. 7. Confidence: start 95, penalties: volume 0.59 (0.5-0.8) -> -8, Kronos conflict -> -8, bonuses: all TFs aligned -> +3, final 82. Ceiling applied. Past performance: SELL trades profitable, but bearish regime losses caution; confidence capped at 82. | Kronos: ratio=1.00 CONFLICT range=0.39% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",1.20,LIVE,BEARISH,NIFTY ENERGY=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:21:13,SIEMENS,FAILED-SHORT,SELL,3707.30,,1,3716.94,3720.38,3687.65,87,"1. VIABILITY: Price (3707.3) below VWAP (3731.26), RSI (43.6) > 30, ADX (18.32) > 18 -> SELL rules pass. 2. VOLUME: Volume ratio 0.66, below average but >0.5, trending context (ADX borderline 18.32, price below VWAP and SMA20) -> acceptable, apply -8 penalty. 3. CANDLES: Last 5 candles show slight downward movement, latest bearish, supporting SELL. 4. MTF: All timeframes (3-min, 15-min, 1-hour) are BEARISH -> aligned, +3 bonus. 5. KRONOS: Forecast predicts slight decline (-0.16%) with range 0.57% (>0.5%) -> strongly aligned, +2 bonus. 6. R:R: ATR 6.54, SL at 1.5x ATR = 9.81 (0.26%), target 2x SL = 19.62 (0.53%) -> acceptable. 7. CONFIDENCE: Start 95, volume penalty -8, ADX borderline -5, MTF bonus +3, Kronos bonus +2 = 87. Ceiling 87, no further reduction. Past performance shows SELL in bearish regime has been profitable, but overall bearish regime P&L negative, so confidence capped at 87. Final confidence 87. | Kronos: ratio=1.39 ALIGN range=0.57% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",,LIVE-FAILED,BEARISH,NIFTY INFRA=BEARISH,BEARISH,NEUTRAL,NEUTRAL
2026-06-04 13:35:21,KOTAKBANK,CLOSED,SELL,379.70,380.60,1,380.69,381.02,377.73,82,"Step-by-step evaluation:
1. VIABILITY: SELL rules check: price (379.7) below VWAP (381.34) -> PASS; RSI (40.61) > 30 -> PASS; ADX (31.0) > 18 -> PASS. All mandatory SELL rules met.
2. VOLUME: Volume ratio 0.51, which is below average (0.5-0.8 range). In trending market (ADX>22, price below VWAP+SMA20), volume >=0.5 is acceptable but weak. Apply -8 penalty for volume 0.5-0.8.
3. CANDLES: Last 5 candles show slight upward movement (+0.12%), with latest candle bullish. This is against SELL signal (price moving up). However, overall trend is bearish (price below VWAP and SMA20). Minor conflict, but not strong enough for penalty as price still below key levels.
4. MTF: 3-min BEARISH, 15-min BEARISH, 1-hour BEARISH. All timeframes aligned with SELL signal. Apply +3 bonus.
5. KRONOS: Forecast predicts slight decline (-0.04%) over 10 candles, range 0.42%. This supports SELL signal (bearish). No conflict, no penalty.
6. R:R: ATR is 0.66. SL at 1.5x ATR = 0.99 points (0.26%). Target at 2x SL = 1.98 points (0.52%). Current price 379.7, SL ~380.7, target ~377.7. R:R ratio 2:1, meets minimum. No penalty.
7. CONFIDENCE: Start at 95. Penalties: volume 0.5-0.8 -> -8. Bonuses: all TFs aligned -> +3. Final = 95 - 8 + 3 = 90. However, system ceiling is 90, but we must also consider past performance: in BEARISH regime, AI has lost money on SELL trades with high confidence. Past losers with conf 80+ suggest overconfidence. Apply additional caution: reduce confidence by 8 points to 82 to avoid repeating mistakes. Final confidence 82.
Penalty breakdown: -8 volume, +3 MTF alignment, -8 past performance caution = -13 total from 95 = 82. | Kronos: ratio=1.08 ALIGN range=0.42% | ORDER FAILED: {'error_code': 'DH-905', 'error_type': 'Input_Exception', 'error_message': 'Invalid IP'}",-0.60,LIVE,BEARISH,BANK NIFTY=NEUTRAL,BEARISH,NEUTRAL,NEUTRAL
